created at,id,favorite count,retweet count,is retweet,source,in reply to user_id,text
Mon Jan 01 13:37:52 +0000 2018,947824196909961216,51473,8237,False,Twitter for iPhone,,"Will be leaving Florida for Washington (D.C.) today at 4:00 P.M. Much work to be done, but it will be a great New Year!"
Mon Jan 01 12:44:40 +0000 2018,947810806430826496,53557,14595,False,Twitter for iPhone,25073877,"Iran is failing at every level despite the terrible deal made with them by the Obama Administration. The great Iranian people have been repressed for many years. They are hungry for food &amp; for freedom. Along with human rights, the wealth of Iran is being looted. TIME FOR CHANGE!"
Mon Jan 01 12:12:00 +0000 2018,947802588174577664,138808,49566,False,Twitter for iPhone,,"The United States has foolishly given Pakistan more than 33 billion dollars in aid over the last 15 years, and they have given us nothing but lies &amp; deceit, thinking of our leaders as fools. They give safe haven to the terrorists we hunt in Afghanistan, with little help. No more!"
Sun Dec 31 23:43:04 +0000 2017,947614110082043904,154769,35164,False,Twitter for iPhone,,"HAPPY NEW YEAR! We are MAKING AMERICA GREAT AGAIN, and much faster than anyone thought possible!"
Sun Dec 31 22:18:20 +0000 2017,947592785519173637,157655,39428,False,Twitter for iPhone,,"As our Country rapidly grows stronger and smarter, I want to wish all of my friends, supporters, enemies, haters, and even the very dishonest Fake News Media, a Happy and Healthy New Year. 2018 will be a great year for America!"
Sun Dec 31 22:00:21 +0000 2017,947588263103139841,87056,27984,False,Twitter for iPhone,,"Iran, the Number One State of Sponsored Terror with numerous violations of Human Rights occurring on an hourly basis, has now closed down the Internet so that peaceful demonstrators cannot communicate. Not good!"
Sun Dec 31 19:06:52 +0000 2017,947544600918372353,100219,26433,False,Media Studio,,"What a year it’s been, and we're just getting started. Together, we are MAKING AMERICA GREAT AGAIN! Happy New Year!! https://t.co/qsMNyN1UJG"
Sun Dec 31 18:36:28 +0000 2017,947536951464333318,75704,16989,False,Twitter for iPhone,,"My deepest condolences to the victims of the terrible shooting in Douglas County @DCSheriff, and their families. We love our police and law enforcement - God Bless them all! #LESM"
Sun Dec 31 13:36:32 +0000 2017,947461470924820480,106000,25981,False,Twitter for iPhone,,"Why would smart voters want to put Democrats in Congress in 2018 Election when their policies will totally kill the great wealth created during the months since the Election. People are much better off now not to mention ISIS, VA, Judges, Strong Border, 2nd A, Tax Cuts &amp; more?"
Sun Dec 31 13:26:29 +0000 2017,947458942719979520,63245,14449,False,Twitter for iPhone,,"If the Dems (Crooked Hillary) got elected, your stocks would be down 50% from values on Election Day. Now they have a great future - and just beginning! https://t.co/9TzSC8F8vY"
Sun Dec 31 13:03:29 +0000 2017,947453152806297600,108129,30360,False,Twitter for iPhone,,Big protests in Iran. The people are finally getting wise as to how their money and wealth is being stolen and squandered on terrorism. Looks like they will not take it any longer. The USA is watching very closely for human rights violations!
Sun Dec 31 04:46:21 +0000 2017,947328044821336070,58422,13066,False,Twitter for iPhone,,“Trump Rally: Stocks put 2017 in the record books” https://t.co/0foQGaFjMh
Sat Dec 30 22:42:09 +0000 2017,947236393184628741,116893,24306,False,Twitter for iPhone,,"Jobs are kicking in and companies are coming back to the U.S. Unnecessary regulations and high taxes are being dramatically Cut, and it will only get better. MUCH MORE TO COME!"
Sat Dec 30 22:36:41 +0000 2017,947235015343202304,195399,50234,False,Twitter for iPhone,,"I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair “press,” now often referred to as Fake News Media. Phony and non-existent “sources” are being used more often than ever. Many stories &amp; reports a pure fiction!"
Sat Dec 30 21:12:45 +0000 2017,947213895286054914,73242,16685,False,Twitter for iPhone,,"On Taxes: “This is the biggest corporate rate cut ever, going back to the corporate income tax rate of roughly 80 years ago.This is a huge pro-growth stimulus for the economy. Every year the Obama WH overstated how the economy would grow. Now real economics and jobs.” @WSJ Report"
Sat Dec 30 19:02:53 +0000 2017,947181212468203520,78847,23249,False,Twitter for iPhone,,"Oppressive regimes cannot endure forever, and the day will come when the Iranian people will face a choice. The world is watching! https://t.co/kvv1uAqcZ9"
Sat Dec 30 19:00:54 +0000 2017,947180713236934657,77920,23514,False,Twitter for iPhone,,"The entire world understands that the good people of Iran want change, and, other than the vast military power of the United States, that Iran’s people are what their leaders fear the most.... https://t.co/W8rKN9B6RT"
Sat Dec 30 03:42:58 +0000 2017,946949708915924994,138839,60806,False,Twitter for iPhone,,"Many reports of peaceful protests by Iranian citizens fed up with regime’s corruption &amp; its squandering of the nation’s wealth to fund terrorism abroad. Iranian govt should respect their people’s rights, including right to express themselves. The world is watching! #IranProtests"
Fri Dec 29 13:16:11 +0000 2017,946731576687235072,142062,35196,False,Twitter for iPhone,,"The Democrats have been told, and fully understand, that there can be no DACA without the desperately needed WALL at the Southern Border and an END to the horrible Chain Migration &amp; ridiculous Lottery System of Immigration etc. We must protect our Country at all cost!"
Fri Dec 29 13:04:09 +0000 2017,946728546633953285,118721,27643,False,Twitter for iPhone,,"Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages, making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!"
Fri Dec 29 12:50:17 +0000 2017,946725057384108033,0,15545,True,Twitter for iPhone,,"RT @charliekirk11: Incredible video: @CBS does a special on the GOP tax plan 

The result?

Every middle class family they sat down with SA…"
Fri Dec 29 12:50:00 +0000 2017,946724984218669056,0,18713,True,Twitter for iPhone,,"RT @charliekirk11: ISIS getting slaughtered: 

Square miles liberated from ISIS
Trump: 26,000 --  Obama: 13,200

Total Square miles held by…"
Fri Dec 29 12:48:57 +0000 2017,946724719956578304,0,11055,True,Twitter for iPhone,,"RT @FoxBusiness: .@charliekirk11: ""What this president has done is truly historic, and if a Democrat president achieved 1/10th of what @POT…"
Fri Dec 29 12:48:15 +0000 2017,946724543774765056,0,16169,True,Twitter for iPhone,,"RT @charliekirk11: 3 big wins in 2017 you won't hear:

Trump confirmed the most circuit court judges ever in a President's 1st year (all co…"
Fri Dec 29 12:46:23 +0000 2017,946724075157651457,98141,23173,False,Twitter for iPhone,,"While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which was 47%...and this despite massive negative Trump coverage &amp; Russia hoax!"
Fri Dec 29 00:01:47 +0000 2017,946531657229701120,204111,65919,False,Twitter for iPhone,,"In the East, it could be the COLDEST New Year’s Eve on record. Perhaps we could use a little bit of that good old Global Warming that our Country, but not other countries, was going to pay TRILLIONS OF DOLLARS to protect against. Bundle up!"
Thu Dec 28 23:14:21 +0000 2017,946519720450252800,67073,15511,False,Twitter for iPhone,,"Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/OeyTdFyl1Q https://t.co/wdLQkfdy4m"
Thu Dec 28 22:17:55 +0000 2017,946505517417095168,0,21176,True,Twitter for iPhone,,"RT @realDonaldTrump: “Arrests of MS-13 Members, Associates Up 83% Under Trump” 
https://t.co/70iPHy2Yqn"
Thu Dec 28 22:17:36 +0000 2017,946505439939911685,0,2229,True,Twitter for iPhone,,"RT @DanScavino: Congratulations to the 2017 @PinstripeBowl (Yankee Stadium) Champions, Iowa @HawkeyeFootball! https://t.co/NlaWU6bKmH"
Thu Dec 28 22:17:06 +0000 2017,946505312164630530,0,6608,True,Twitter for iPhone,,"RT @EricTrump: #ThrowbackThursdays 
@realDonaldTrump 🇺🇸🇺🇸🇺🇸 https://t.co/Z44IObGZ7V"
Thu Dec 28 22:16:29 +0000 2017,946505155809247232,0,11869,True,Twitter for iPhone,,RT @IvankaTrump: “The Trump economy is booming.” One thing @realDonaldTrump “has done that has received little attention despite arguably d…
Thu Dec 28 19:20:47 +0000 2017,946460939578167296,73639,26393,False,Twitter for iPad,,"I've been saying it for a long, long time. #NoKo https://t.co/LQl7tGhMdO"
Thu Dec 28 16:24:08 +0000 2017,946416486054285314,124971,31955,False,Twitter for iPhone,,Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen!
Thu Dec 28 16:18:20 +0000 2017,946415026402988033,108351,21490,False,Twitter for iPhone,,Retail sales are at record numbers. We’ve got the economy going better than anyone ever dreamt - and you haven’t seen anything yet!
Thu Dec 28 15:24:53 +0000 2017,946401576381505536,65816,14580,False,Twitter for iPhone,,"Vanity Fair, which looks like it is on its last legs, is bending over backwards in apologizing for the minor hit they took at Crooked H. Anna Wintour, who was all set to be Amb to Court of St James’s &amp; a big fundraiser for CH, is beside herself in grief &amp; begging for forgiveness!"
Thu Dec 28 02:46:30 +0000 2017,946210723528572930,84867,21176,False,Twitter for iPhone,,"“Arrests of MS-13 Members, Associates Up 83% Under Trump” 
https://t.co/70iPHy2Yqn"
Thu Dec 28 02:09:22 +0000 2017,946201376652169220,68489,19699,False,Twitter for iPhone,,"“On 1/20 - the day Trump was inaugurated - an estimated 35,000 ISIS fighters held approx 17,500 square miles of territory in both Iraq and Syria. As of 12/21, the U.S. military est the remaining 1,000 or so fighters occupy roughly 1,900 square miles..” @jamiejmcintyre @dcexaminer https://t.co/OgYEuDgzD2"
Wed Dec 27 23:11:13 +0000 2017,946156544927977477,108598,18460,False,Twitter for iPhone,,"Just left West Palm Beach Fire &amp; Rescue #2. Met with great men and women as representatives of those who do so much for all of us. Firefighters, paramedics, first responders - what amazing people they are!"
Wed Dec 27 22:49:30 +0000 2017,946151080546750465,38520,12128,False,Twitter for iPhone,,"“On 1/20 - the day Trump was inaugurated - an estimated 35,000 ISIS fighters held approx 17,500 square miles of territory in both Iraq and Syria. As of 12/21, the U.S. military estimates the remaining 1,000 or so fighters occupy roughly 1,900 square miles...” via @jamiejmcintyre https://t.co/0lXKMUoPE9"
Tue Dec 26 22:17:14 +0000 2017,945780569388015616,130746,25340,False,Twitter for iPhone,,"All signs are that business is looking really good for next year, only to be helped further by our Tax Cut Bill. Will be a great year for Companies and JOBS! Stock Market is poised for another year of SUCCESS!"
Tue Dec 26 13:24:27 +0000 2017,945646491955290113,119463,35624,False,Twitter for iPhone,,"WOW, @foxandfrlends  “Dossier is bogus. Clinton Campaign, DNC funded Dossier. FBI CANNOT (after all of this time) VERIFY CLAIMS IN DOSSIER OF RUSSIA/TRUMP COLLUSION. FBI TAINTED.” And they used this Crooked Hillary pile of garbage as the basis for going after the Trump Campaign!"
Tue Dec 26 11:58:42 +0000 2017,945624910898122752,110196,20654,False,Twitter for iPhone,,"Based on the fact that the very unfair and unpopular Individual Mandate has been terminated as part of our Tax Cut Bill, which essentially Repeals (over time) ObamaCare, the Democrats &amp; Republicans will eventually come together and develop a great new HealthCare plan!"
Mon Dec 25 23:33:55 +0000 2017,945437479863291904,199917,34924,False,Twitter for iPhone,,"I hope everyone is having a great Christmas, then tomorrow it’s back to work in order to Make America Great Again (which is happening faster than anyone anticipated)!"
Mon Dec 25 23:28:51 +0000 2017,945436206267060226,0,23613,True,Twitter for iPhone,,RT @EricTrump: We should all take a moment to say a prayer for those who paid the ultimate price  — Their bravery and sacrifice allows us t…
Mon Dec 25 13:36:51 +0000 2017,945287222210781184,203776,49879,False,Twitter for iPhone,,MERRY CHRISTMAS!!! https://t.co/mYtV5GNdLl
Mon Dec 25 03:51:52 +0000 2017,945140007572004870,151022,34038,False,Twitter for iPhone,,MERRY CHRISTMAS!! https://t.co/xa2qxcisVV
Mon Dec 25 02:56:19 +0000 2017,945126026824298497,232310,55102,False,Twitter for iPhone,,People are proud to be saying Merry Christmas again. I am proud to have led the charge against the assault of our cherished and beautiful phrase. MERRY CHRISTMAS!!!!!
Sun Dec 24 20:35:26 +0000 2017,945030174290186241,111408,23220,False,Twitter for iPhone,,"The Tax Cut/Reform Bill, including Massive Alaska Drilling and the Repeal of the highly unpopular Individual Mandate, brought it all together as to what an incredible year we had. Don’t let the Fake News convince you otherwise...and our insider Polls are strong!"
Sun Dec 24 13:48:11 +0000 2017,944927689638662145,140291,33218,False,Twitter for iPhone,,"The Fake News refuses to talk about how Big and how Strong our BASE is. They show Fake Polls just like they report Fake News. Despite only negative reporting, we are doing well - nobody is going to beat us. MAKE AMERICA GREAT AGAIN!"
Sun Dec 24 12:31:48 +0000 2017,944908467499884544,0,11846,True,Twitter for iPhone,,RT @shawgerald4: @realDonaldTrump Thank you President TRUMP!! https://t.co/LKdkT0FL99
Sun Dec 24 12:25:22 +0000 2017,944906847970119680,99673,29753,False,Twitter for iPhone,,".@FoxNews-FBI’s Andrew McCabe, “in addition to his wife getting all of this money from M (Clinton Puppet), he was using, allegedly, his FBI Official Email Account to promote her campaign. You obviously cannot do this. These were the people who were investigating Hillary Clinton.”"
Sat Dec 23 22:57:50 +0000 2017,944703626454487042,85344,16929,False,Twitter for iPhone,,"Remember, the Republicans are 5-0 in Congressional races this year. In Senate, I said Roy M would lose in Alabama and supported Big Luther Strange - and Roy lost. Virginia candidate was not a “Trumper,” and he lost.  Good Republican candidates will win BIG!"
Sat Dec 23 22:44:45 +0000 2017,944700332881440769,101227,22728,False,Twitter for iPhone,,"The Stock Market is setting record after record and unemployment is at a 17 year low. So many things accomplished by the Trump Administration, perhaps more than any other President in first year. Sadly, will never be reported correctly by the Fake News Media!"
Sat Dec 23 20:32:42 +0000 2017,944667102312566784,66130,16794,False,Twitter for iPhone,,"Wow, “FBI lawyer James Baker reassigned,” according to @FoxNews."
Sat Dec 23 20:30:06 +0000 2017,944666448185692166,73106,20991,False,Twitter for iPhone,,FBI Deputy Director Andrew McCabe is racing the clock to retire with full benefits. 90 days to go?!!!
Sat Dec 23 20:27:05 +0000 2017,944665687292817415,121349,36174,False,Twitter for iPhone,,"How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin’ James Comey, of the Phony Hillary Clinton investigation (including her 33,000 illegally deleted emails) be given $700,000 for wife’s campaign by Clinton Puppets during investigation?"
Sat Dec 23 20:03:39 +0000 2017,944659788826324992,0,21224,True,Twitter for iPhone,,RT @EricTrump: #JournalismIsDead  https://t.co/xZaJD5ADb7
Fri Dec 22 22:11:56 +0000 2017,944329684032081921,121700,25757,False,Twitter for iPhone,,"Remember, the most hated part of ObamaCare is the Individual Mandate, which is being terminated under our just signed Tax Cut Bill."
Fri Dec 22 20:47:43 +0000 2017,944308491887316992,69041,15999,False,Media Studio,,"Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks: https://t.co/kMxoxEB68G https://t.co/OeAoA0sLfx"
Fri Dec 22 20:47:15 +0000 2017,944308373373308929,91101,19186,False,Twitter for iPhone,,"The United Nations Security Council just voted 15-0 in favor of additional Sanctions on North Korea. The World wants Peace, not Death!"
Fri Dec 22 18:40:29 +0000 2017,944276471614509057,73120,16490,False,Twitter for iPhone,,"Congressman Ron DeSantis is a brilliant young leader, Yale and then Harvard Law, who would make a GREAT Governor of Florida. He loves our Country and is a true FIGHTER!"
Fri Dec 22 16:46:49 +0000 2017,944247868126318593,104350,21759,False,Twitter for iPhone,,"95% of Americans will pay less or, at worst, the same amount of taxes (mostly far less). The Dems only want to raise your taxes!"
Fri Dec 22 15:07:55 +0000 2017,944222979147337728,103275,19465,False,Twitter for iPhone,,Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much needed 4 billion dollar missile defense bill.
Fri Dec 22 15:04:39 +0000 2017,944222157218942978,92099,20014,False,Twitter for iPhone,,"With all my Administration has done on Legislative Approvals (broke Harry Truman’s Record), Regulation Cutting, Judicial Appointments, Building Military, VA, TAX CUTS &amp; REFORM, Record Economy/Stock Market and so much more, I am sure great credit will be given by mainstream news?"
Fri Dec 22 14:17:04 +0000 2017,944210183089254400,86377,19035,False,Twitter for iPhone,,"“The President has accomplished some absolutely historic things during this past year.” Thank you Charlie Kirk of Turning Points USA. Sadly, the Fake Mainstream Media will NEVER talk about our accomplishments in their end of year reviews. We are compiling a long &amp; beautiful list."
Fri Dec 22 13:05:06 +0000 2017,944192071535153152,122518,28082,False,Twitter for iPhone,,"At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan fashion. Infrastructure would be a perfect place to start. After having foolishly spent $7 trillion in the Middle East, it is time to start rebuilding our country!"
Fri Dec 22 12:50:42 +0000 2017,944188445748015105,47789,10294,False,Twitter for iPhone,,So true! https://t.co/1c8hu6O5t9
Fri Dec 22 12:47:51 +0000 2017,944187730564714497,95307,22315,False,Twitter for iPhone,,"Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of “love” - that is big companies and corporations showering their workers with bonuses. This is a phenomenon that nobody even thought of, and now it is the rage. Merry Christmas!"
Thu Dec 21 18:16:28 +0000 2017,943908041803657216,68693,14158,False,Twitter for iPhone,,"THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/9HgcBKDSxo https://t.co/dTMU8OwmWB"
Thu Dec 21 14:52:22 +0000 2017,943856675294982145,89126,21002,False,Twitter for iPhone,,"House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts. House Republicans, don’t let this happen. Pass the C.R. TODAY and keep our Government OPEN!"
Thu Dec 21 13:56:28 +0000 2017,943842608631238656,86353,18335,False,Twitter for iPhone,,Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN
Thu Dec 21 12:45:17 +0000 2017,943824695144697857,92312,19332,False,Twitter for iPhone,,Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success!
Thu Dec 21 12:24:22 +0000 2017,943819430735372289,111793,25744,False,Twitter for iPhone,,"The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bosses, will soon be kicking in and will speak for themselves. Companies are already making big payments to workers. Dems want to raise taxes, hate these big Cuts!"
Wed Dec 20 21:44:50 +0000 2017,943598090069536768,101663,24389,False,Media Studio,,WE ARE MAKING AMERICA GREAT AGAIN! https://t.co/HY353gXV0R
Wed Dec 20 18:09:44 +0000 2017,943543958730309633,83353,20933,False,Twitter for iPhone,,"We are delivering HISTORIC TAX RELIEF for the American people!
#TaxCutsandJobsAct https://t.co/lLgATrCh5o"
Wed Dec 20 17:30:26 +0000 2017,943534069287194626,68584,15625,False,Twitter for iPhone,,"Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/47k9i4p3J2"
Wed Dec 20 16:39:04 +0000 2017,943521141062238208,88701,18100,False,Twitter for iPhone,,I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically &amp; politically on the passing in the Senate of the MASSIVE TAX CUT &amp; Reform Bill. I could have not asked for a better or more talented partner. Our team will go onto many more VICTORIES!
Wed Dec 20 14:32:51 +0000 2017,943489378462130176,79150,18212,False,Twitter for iPhone,25073877,"The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their friends, the defeated Dems, and only demean. This is truly a case where the results will speak for themselves, starting very soon. Jobs, Jobs, Jobs!"
Wed Dec 20 06:09:06 +0000 2017,943362605258813441,140932,32061,False,Twitter for iPhone,,"The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate (ObamaCare)Repealed. Goes to the House tomorrow morning for final vote. If approved, there will be a News Conference at The White House at approximately 1:00 P.M."
Tue Dec 19 20:18:12 +0000 2017,943213901625294849,128184,24855,False,Twitter for iPhone,,"Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great House Republicans who voted in favor of cutting your taxes!"
Tue Dec 19 15:07:01 +0000 2017,943135588496093190,97384,25350,False,Twitter for iPhone,,A  story in the @washingtonpost that I was close to “rescinding” the nomination of Justice Gorsuch prior to confirmation is FAKE NEWS. I never even wavered and am very proud of him and the job he is doing as a Justice of the U.S. Supreme Court. The unnamed sources don’t exist!
Tue Dec 19 11:23:40 +0000 2017,943079382163353600,69895,14541,False,Twitter for iPhone,25073877,"Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope and size. Immediate expensing will have a big impact. Biggest Tax Cuts and Reform EVER passed. Enjoy, and create many beautiful JOBS!"
Tue Dec 19 11:04:11 +0000 2017,943074475209355264,114283,24588,False,Twitter for iPhone,,DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!
Tue Dec 19 00:54:32 +0000 2017,942921051721338880,66924,16843,False,Media Studio,,"Together, our task is to strengthen our families, to build up our communities, to serve our citizens, and to celebrate AMERICAN GREATNESS as a shining example to the world.... https://t.co/ds6tZlgJpA"
Mon Dec 18 23:49:30 +0000 2017,942904686125965312,61369,15917,False,Media Studio,,"With the strategy that I announced today, we are declaring that AMERICA is in the game and AMERICA is DETERMINED to WIN!

OUR FOUR PILLARS OF NATIONAL SECURITY STRATEGY: https://t.co/B3POaMVID8"
Mon Dec 18 22:25:20 +0000 2017,942883507868782592,98287,21796,False,Twitter for iPhone,,70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow!
Mon Dec 18 22:20:20 +0000 2017,942882250089271297,40221,8803,False,Twitter for iPhone,,Thank you Maria B! https://t.co/v1UR63CqLK
Mon Dec 18 22:18:13 +0000 2017,942881716913438720,44120,8878,False,Twitter for iPhone,,So true Ivanka! https://t.co/BNGUJG69Ki
Mon Dec 18 20:40:08 +0000 2017,942857031693799425,48640,10165,False,Twitter for iPhone,,"As the world watches, we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will be the BIGGEST TAX CUT and TAX REFORM in the HISTORY of our country! https://t.co/EvcAkjuf8w"
Mon Dec 18 20:28:19 +0000 2017,942854056162332677,48709,10464,False,Twitter for iPhone,,"When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On November 8, 2016, you voted to MAKE AMERICA GREAT AGAIN! https://t.co/3AOv53S0PU"
Mon Dec 18 20:19:18 +0000 2017,942851788461563906,64287,13160,False,Twitter for iPhone,,"Over the past 11 months, I have travelled tens of thousands of miles, to visit 13 countries. I have met with more than 100 world leaders and everywhere I traveled, it was my highest privilege and greatest honor to represent the AMERICAN PEOPLE! https://t.co/7SDsEeIhJH"
Mon Dec 18 19:35:38 +0000 2017,942840800853024770,42980,8892,False,Twitter for iPhone,,Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State. We are closely monitoring the situation and coordinating with local authorities... https://t.co/Gyf5BdVm4G
Mon Dec 18 18:51:26 +0000 2017,942829676699021312,83128,15241,False,Twitter for iPhone,,"My thoughts and prayers are with everyone involved in the train accident in DuPont, Washington. Thank you to all of our wonderful First Responders who are on the scene. We are currently monitoring here at the White House."
Mon Dec 18 18:41:05 +0000 2017,942827072824672262,106933,23417,False,Twitter for iPhone,,"The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructure plan must be approved quickly. Seven trillion dollars spent in the Middle East while our roads, bridges, tunnels, railways (and more) crumble! Not for long!"
Mon Dec 18 11:42:18 +0000 2017,942721681130483712,44241,6350,False,Twitter for iPhone,,Ivanka Trump will be interviewed on @foxandfriends.
Mon Dec 18 11:23:49 +0000 2017,942717030091943936,88205,19207,False,Twitter for iPhone,,"Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie and Moore would lose (for very different reasons), and they did. I also predicted  “I” would win. Republicans will do well in 2018, very well! @foxandfriends"
Mon Dec 18 00:26:07 +0000 2017,942551516564639744,61027,13230,False,Twitter for iPhone,,"More than a century after conquering flight, the #WrightBrothers continue to motivate &amp; inspire Americans, who never tire of exploration &amp; innovation. This GREAT AMERICAN SPIRIT can be found in the design of every new supersonic jet and next generation: https://t.co/NeKPMgkdg8 https://t.co/pODjl00lAy"
Sun Dec 17 21:13:34 +0000 2017,942503059103604736,63895,11081,False,Twitter for iPhone,,Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the @WhiteHouse now. https://t.co/cKxlsdr1ut
Sun Dec 17 17:01:58 +0000 2017,942439739264831488,85510,18452,False,Twitter for iPhone,,"As a candidate, I promised we would pass a massive TAX CUT for the everyday working American families who are the backbone and the heartbeat of our country. Now, we are just days away... https://t.co/MADTGUMktX"
Sat Dec 16 20:31:43 +0000 2017,942130137734242305,52607,13171,False,Media Studio,,WEEKLY ADDRESS🇺🇸 https://t.co/1sH20Hb33x
Sat Dec 16 20:05:05 +0000 2017,942123433873281024,70110,15385,False,Twitter for iPhone,,"TAX CUTS will increase investment in the American economy and in U.S. workers, leading to higher growth, higher wages, and more JOBS! https://t.co/4GxM8psMU1"
Sat Dec 16 14:52:03 +0000 2017,942044657613230080,110560,22536,False,Twitter for iPhone,,"Congratulations to two great and hardworking guys, Corey Lewandowski and David Bossie, on the success of their just out book, “Let Trump Be Trump.” Finally people with real knowledge are writing about our wonderful and exciting campaign!"
Sat Dec 16 03:12:37 +0000 2017,941868639199916037,65484,13977,False,Twitter for iPhone,,"Great job Kevin, we are all proud of you! https://t.co/K6hEEaOxKt"
Sat Dec 16 03:09:24 +0000 2017,941867829397254144,0,6800,True,Twitter for iPhone,,"RT @RepKristiNoem: A lot of tough decisions got us to this point, but we’re closer than we’ve been in 30+ years to a fairer tax code that k…"
Sat Dec 16 03:09:06 +0000 2017,941867753677426688,0,10307,True,Twitter for iPhone,,"RT @SpeakerRyan: For individuals and families, the final Tax Cuts &amp; Jobs Act:
✔lowers individual taxes
✔nearly doubles the standard deducti…"
Sat Dec 16 03:08:44 +0000 2017,941867661310545920,0,16140,True,Twitter for iPhone,,RT @PressSec: .@POTUS historic tax cuts + doubling of the child tax credit will do infinitely more to empower working moms than liberals' p…
Sat Dec 16 00:00:11 +0000 2017,941820213518938112,57542,13049,False,Twitter for iPhone,,"DOW, S&amp;P 500 and NASDAQ close at record highs! #MAGA https://t.co/hvqwnqSGuG"
Fri Dec 15 21:58:12 +0000 2017,941789515248750592,78203,18380,False,Twitter for iPhone,,"Today, it was my tremendous honor to visit Marine Helicopter Squadron One (HMX-1) at the Marine Corps Air Facility in Quantico, Virginia. 

I am honored to serve as your Commander-in-Chief. On behalf of an entire Nation, THANK YOU for your sacrifice and service. We love you! https://t.co/eLOTc7do52"
Fri Dec 15 19:48:58 +0000 2017,941756992070307845,72595,17043,False,Twitter for iPhone,,"You are always there for us – THE MEN AND WOMEN IN BLUE.

Thank you to our police, thank you to our sheriffs, and thank you to our law enforcement families. God Bless you all, and GOD BLESS AMERICA! #LESM https://t.co/9ejiddVL9h"
Fri Dec 15 17:35:59 +0000 2017,941723524921724928,52942,10079,False,Twitter for iPhone,,"To each member of the graduating class from the National Academy at Quantico, CONGRATULATIONS! https://t.co/bGT8S33ZLU"
Fri Dec 15 13:55:01 +0000 2017,941667918214987776,69299,14133,False,Twitter for iPhone,,It was my honor. THANK YOU! https://t.co/1LvqbRQ1bi
Thu Dec 14 23:26:54 +0000 2017,941449449850761217,0,10959,True,Twitter for iPhone,,RT @GOPChairwoman: .@realDonaldTrump is the Paycheck President. Learn how the tax bill will put more money in your pocket &amp; how to contact…
Thu Dec 14 21:20:51 +0000 2017,941417725833998340,38758,9007,False,Twitter for iPhone,,“Manufacturing Optimism Rose to Another All-Time High in the Latest @ShopFloorNAM Outlook Survey” https://t.co/LuV4BMp0Xc
Thu Dec 14 20:35:13 +0000 2017,941406242785955841,88904,26104,False,Twitter for iPhone,,"In 1960, there were approximately 20,000 pages in the Code of Federal Regulations. Today there are over 185,000 pages, as seen in the Roosevelt Room.

Today, we CUT THE RED TAPE! It is time to SET FREE OUR DREAMS and MAKE AMERICA GREAT AGAIN! https://t.co/teAVNzjvcx"
Thu Dec 14 20:27:00 +0000 2017,941404173433794561,69650,16849,False,Twitter for iPhone,,"When Americans are free to thrive, innovate, &amp; prosper, there is no challenge too great, no task too large, &amp; no goal beyond our reach. 

We are a nation of explorers, pioneers, innovators &amp; inventors. We are nation of people who work hard, dream big, &amp; who never, ever give up... https://t.co/9LVdp6zOgZ"
